nodetype,vcpu,ecu,ram,day,subtime,ttime,apptype,externalfile,threading,loadinmem,parallel,filesize
4.2,4,16,7.5,1,9,73,2,1,1,1,0,3
4.2,4,16,7.5,1,9,94,2,1,1,1,0,3
4.2,4,16,7.5,1,9,71,2,1,1,1,0,3
4.2,4,16,7.5,1,9,93,2,1,1,1,0,3
4.2,4,16,7.5,1,10,75,2,1,1,1,0,3
4.2,4,16,7.5,1,10,71,2,1,1,1,0,3
4.2,4,16,7.5,1,10,71,2,1,1,1,0,3
4.2,4,16,7.5,1,10,72,2,1,1,1,0,3
4.2,4,16,7.5,1,10,94,2,1,1,1,0,3
4.2,4,16,7.5,1,10,95,2,1,1,1,0,3
4.2,4,16,7.5,1,11,94,2,1,1,1,0,3
4.2,4,16,7.5,1,11,94,2,1,1,1,0,3
4.2,4,16,7.5,1,11,70,2,1,1,1,0,3
4.2,4,16,7.5,1,11,97,2,1,1,1,0,3
4.2,4,16,7.5,1,11,94,2,1,1,1,0,3
4.2,4,16,7.5,1,12,94,2,1,1,1,0,3
4.2,4,16,7.5,1,12,71,2,1,1,1,0,3
4.2,4,16,7.5,1,12,71,2,1,1,1,0,3
4.2,4,16,7.5,1,12,97,2,1,1,1,0,3
4.2,4,16,7.5,1,12,71,2,1,1,1,0,3
4.2,4,16,7.5,1,13,66,2,1,1,1,0,3
4.2,4,16,7.5,1,13,94,2,1,1,1,0,3
4.2,4,16,7.5,1,13,72,2,1,1,1,0,3
4.2,4,16,7.5,1,13,94,2,1,1,1,0,3
4.2,4,16,7.5,1,13,71,2,1,1,1,0,3
4.2,4,16,7.5,1,14,71,2,1,1,1,0,3
4.2,4,16,7.5,1,14,72,2,1,1,1,0,3
4.2,4,16,7.5,1,14,94,2,1,1,1,0,3
4.2,4,16,7.5,1,14,74,2,1,1,1,0,3
4.2,4,16,7.5,1,14,97,2,1,1,1,0,3
4.2,4,16,7.5,1,14,94,2,1,1,1,0,3
4.2,4,16,7.5,1,15,71,2,1,1,1,0,3
4.2,4,16,7.5,1,15,93,2,1,1,1,0,3
4.2,4,16,7.5,1,15,94,2,1,1,1,0,3
4.2,4,16,7.5,1,15,94,2,1,1,1,0,3
4.2,4,16,7.5,1,15,94,2,1,1,1,0,3
4.2,4,16,7.5,1,16,96,2,1,1,1,0,3
2.1,1,1,2,4,15,1333.16,1,0,2,0,0,0
2.1,1,1,2,4,15,1344.65,1,0,2,0,0,0
2.1,1,1,2,4,16,4754,1,0,2,0,0,0
2.1,1,1,2,4,17,5923,1,0,2,0,0,0
2.1,1,1,2,4,19,5931,1,0,2,0,0,0
2.1,1,1,2,4,21,5895,1,0,2,0,0,0
2.1,1,1,2,4,23,5902,1,0,2,0,0,0
2.1,1,1,2,5,0,5931,1,0,2,0,0,0
2.1,1,1,2,5,2,5969,1,0,2,0,0,0
2.1,1,1,2,5,4,5949,1,0,2,0,0,0
2.1,1,1,2,5,6,6182,1,0,2,0,0,0
2.1,1,1,2,5,8,5921,1,0,2,0,0,0
2.1,1,1,2,5,10,5958,1,0,2,0,0,0
2.1,1,1,2,5,11,5950,1,0,2,0,0,0
2.1,1,1,2,5,13,5925,1,0,2,0,0,0
2.1,1,1,2,5,15,5961,1,0,2,0,0,0
2.1,1,1,2,5,17,5931,1,0,2,0,0,0
2.1,1,1,2,5,19,5964,1,0,2,0,0,0
2.1,1,1,2,5,21,5975,1,0,2,0,0,0
2.1,1,1,2,5,22,5947,1,0,2,0,0,0
2.1,1,1,2,6,0,5931,1,0,2,0,0,0
2.1,1,1,2,6,2,6224,1,0,2,0,0,0
2.1,1,1,2,6,4,5907,1,0,2,0,0,0
2.1,1,1,2,6,6,6056,1,0,2,0,0,0
2.1,1,1,2,6,8,5936,1,0,2,0,0,0
2.1,1,1,2,6,9,5948,1,0,2,0,0,0
2.1,1,1,2,6,11,5885,1,0,2,0,0,0
2.1,1,1,2,6,13,5948,1,0,2,0,0,0
2.1,1,1,2,6,15,5936,1,0,2,0,0,0
2.1,1,1,2,6,17,5567,1,0,2,0,0,0
2.1,1,1,2,6,18,5569,1,0,2,0,0,0
2.1,1,1,2,6,20,5940,1,0,2,0,0,0
2.1,1,1,2,6,22,5974,1,0,2,0,0,0
2.1,1,1,2,7,0,5932,1,0,2,0,0,0
2.1,1,1,2,7,2,6207,1,0,2,0,0,0
2.1,1,1,2,7,3,5898,1,0,2,0,0,0
2.1,1,1,2,7,5,5983,1,0,2,0,0,0
2.1,1,1,2,7,7,5909,1,0,2,0,0,0
2.1,1,1,2,7,9,5902,1,0,2,0,0,0
2.1,1,1,2,7,11,5535,1,0,2,0,0,0
2.1,1,1,2,7,12,5977,1,0,2,0,0,0
2.1,1,1,2,7,14,5948,1,0,2,0,0,0
2.1,1,1,2,7,16,5947,1,0,2,0,0,0
2.1,1,1,2,7,18,5921,1,0,2,0,0,0
2.1,1,1,2,7,20,5939,1,0,2,0,0,0
2.1,1,1,2,7,21,5970,1,0,2,0,0,0
2.1,1,1,2,7,23,5956,1,0,2,0,0,0
2.1,1,1,2,1,1,5990,1,0,2,0,0,0
2.1,1,1,2,1,3,5942,1,0,2,0,0,0
2.1,1,1,2,1,5,6135,1,0,2,0,0,0
2.1,1,1,2,1,7,5946,1,0,2,0,0,0
2.1,1,1,2,1,8,5964,1,0,2,0,0,0
2.1,1,1,2,1,10,5945,1,0,2,0,0,0
2.1,1,1,2,1,12,5975,1,0,2,0,0,0
2.1,1,1,2,1,14,5965,1,0,2,0,0,0
2.1,1,1,2,1,16,5992,1,0,2,0,0,0
2.1,1,1,2,1,18,5996,1,0,2,0,0,0
2.1,1,1,2,1,19,5982,1,0,2,0,0,0
2.1,1,1,2,1,21,5555,1,0,2,0,0,0
2.1,1,1,2,1,23,5572,1,0,2,0,0,0
2.1,1,1,2,2,1,5981,1,0,2,0,0,0
2.1,1,1,2,2,2,5931,1,0,2,0,0,0
2.1,1,1,2,2,4,5961,1,0,2,0,0,0
2.1,1,1,2,2,6,6024,1,0,2,0,0,0
2.1,1,1,2,2,8,5984,1,0,2,0,0,0
2.1,1,1,2,2,10,5957,1,0,2,0,0,0
2.1,1,1,2,2,12,6012,1,0,2,0,0,0
2.1,1,1,2,2,13,6032,1,0,2,0,0,0
2.1,1,1,2,2,15,5963,1,0,2,0,0,0
2.1,1,1,2,2,17,5959,1,0,2,0,0,0
2.1,1,1,2,2,19,5961,1,0,2,0,0,0
2.1,1,1,2,2,21,5950,1,0,2,0,0,0
2.1,1,1,2,2,23,5926,1,0,2,0,0,0
2.1,1,1,2,3,0,5969,1,0,2,0,0,0
2.1,1,1,2,3,2,5985,1,0,2,0,0,0
2.1,1,1,2,3,4,5991,1,0,2,0,0,0
2.1,1,1,2,3,6,5996,1,0,2,0,0,0
2.1,1,1,2,3,8,6014,1,0,2,0,0,0
2.1,1,1,2,3,10,5576,1,0,2,0,0,0
2.1,1,1,2,3,11,5985,1,0,2,0,0,0
2.1,1,1,2,3,13,6008,1,0,2,0,0,0
2.1,1,1,2,3,15,6027,1,0,2,0,0,0
2.1,1,1,2,3,17,5985,1,0,2,0,0,0
2.1,1,1,2,3,19,5985,1,0,2,0,0,0
2.1,1,1,2,3,20,5947,1,0,2,0,0,0
2.1,1,1,2,3,22,5941,1,0,2,0,0,0
2.1,1,1,2,4,0,5529,1,0,2,0,0,0
2.1,1,1,2,4,2,5961,1,0,2,0,0,0
2.1,1,1,2,4,4,5939,1,0,2,0,0,0
2.1,1,1,2,4,5,6027,1,0,2,0,0,0
2.1,1,1,2,4,7,5953,1,0,2,0,0,0
2.1,1,1,2,4,9,5976,1,0,2,0,0,0
2.1,1,1,2,4,11,5986,1,0,2,0,0,0
2.1,1,1,2,4,13,5955,1,0,2,0,0,0
2.1,1,1,2,4,15,5965,1,0,2,0,0,0
2.1,1,1,2,4,16,5973,1,0,2,0,0,0
2.1,1,1,2,4,18,5980,1,0,2,0,0,0
2.1,1,1,2,4,20,5970,1,0,2,0,0,0
2.1,1,1,2,4,22,5967,1,0,2,0,0,0
2.1,1,1,2,5,0,5942,1,0,2,0,0,0
2.1,1,1,2,5,1,5566,1,0,2,0,0,0
2.1,1,1,2,5,3,6008,1,0,2,0,0,0
2.1,1,1,2,5,5,5627,1,0,2,0,0,0
2.1,1,1,2,5,7,5985,1,0,2,0,0,0
2.1,1,1,2,5,9,5952,1,0,2,0,0,0
2.1,1,1,2,5,10,5962,1,0,2,0,0,0
2.1,1,1,2,5,12,5992,1,0,2,0,0,0
2.1,1,1,2,5,14,5983,1,0,2,0,0,0
2.1,1,1,2,5,16,5992,1,0,2,0,0,0
2.1,1,1,2,5,18,5989,1,0,2,0,0,0
2.1,1,1,2,5,20,5976,1,0,2,0,0,0
2.1,1,1,2,5,21,5991,1,0,2,0,0,0
2.1,1,1,2,5,23,5975,1,0,2,0,0,0
2.1,1,1,2,6,1,5949,1,0,2,0,0,0
2.1,1,1,2,6,3,5572,1,0,2,0,0,0
2.1,1,1,2,6,5,5970,1,0,2,0,0,0
2.1,1,1,2,6,6,6064,1,0,2,0,0,0
2.1,1,1,2,6,8,5947,1,0,2,0,0,0
2.1,1,1,2,6,10,6009,1,0,2,0,0,0
2.1,1,1,2,6,12,5554,1,0,2,0,0,0
2.1,1,1,2,6,14,5967,1,0,2,0,0,0
2.1,1,1,2,6,15,5993,1,0,2,0,0,0
2.1,1,1,2,6,17,5777,1,0,2,0,0,0
2.1,1,1,2,6,19,5985,1,0,2,0,0,0
2.1,1,1,2,6,21,5946,1,0,2,0,0,0
2.1,1,1,2,6,23,5981,1,0,2,0,0,0
2.1,1,1,2,7,1,5957,1,0,2,0,0,0
2.1,1,1,2,7,2,6293,1,0,2,0,0,0
2.1,1,1,2,7,4,5988,1,0,2,0,0,0
2.1,1,1,2,7,6,6045,1,0,2,0,0,0
2.1,1,1,2,7,8,5951,1,0,2,0,0,0
2.1,1,1,2,7,10,5956,1,0,2,0,0,0
2.1,1,1,2,7,12,6000,1,0,2,0,0,0
2.1,1,1,2,7,13,5992,1,0,2,0,0,0
2.1,1,1,2,7,15,5987,1,0,2,0,0,0
2.1,1,1,2,7,17,5967,1,0,2,0,0,0
2.1,1,1,2,7,19,5965,1,0,2,0,0,0
2.1,1,1,2,7,21,5962,1,0,2,0,0,0
2.1,1,1,2,7,23,5977,1,0,2,0,0,0
2.1,1,1,2,1,0,5937,1,0,2,0,0,0
2.1,1,1,2,1,2,5570,1,0,2,0,0,0
2.1,1,1,2,1,4,6012,1,0,2,0,0,0
2.1,1,1,2,1,6,5573,1,0,2,0,0,0
2.1,1,1,2,1,7,5961,1,0,2,0,0,0
2.1,1,1,2,1,9,5971,1,0,2,0,0,0
2.1,1,1,2,1,11,5945,1,0,2,0,0,0
2.1,1,1,2,1,13,5935,1,0,2,0,0,0
2.1,1,1,2,1,15,6020,1,0,2,0,0,0
2.1,1,1,2,1,17,5976,1,0,2,0,0,0
2.1,1,1,2,1,18,5962,1,0,2,0,0,0
2.1,1,1,2,1,20,5995,1,0,2,0,0,0
2.1,1,1,2,1,22,6027,1,0,2,0,0,0
2.1,1,1,2,2,0,5545,1,0,2,0,0,0
2.1,1,1,2,2,2,5972,1,0,2,0,0,0
2.1,1,1,2,2,3,5975,1,0,2,0,0,0
2.1,1,1,2,2,5,6023,1,0,2,0,0,0
2.2,2,3.5,4,4,15,648.45,1,0,2,0,0,0
2.2,2,3.5,4,4,15,645.83,1,0,2,0,0,0
2.2,2,3.5,4,4,15,641.2,1,0,2,0,0,0
2.2,2,3.5,4,4,16,648.47,1,0,2,0,0,0
2.2,2,3.5,4,4,16,719.17,1,0,2,0,0,0
2.2,2,3.5,4,4,16,2174.36,1,0,2,0,0,0
2.2,2,3.5,4,4,17,2513.13,1,0,2,0,0,0
2.2,2,3.5,4,4,18,2506.37,1,0,2,0,0,0
2.2,2,3.5,4,4,19,2530.4,1,0,2,0,0,0
2.2,2,3.5,4,4,20,2503.96,1,0,2,0,0,0
2.2,2,3.5,4,4,21,2499.38,1,0,2,0,0,0
2.2,2,3.5,4,4,22,2465.31,1,0,2,0,0,0
2.2,2,3.5,4,4,22,2455.95,1,0,2,0,0,0
2.2,2,3.5,4,4,23,2320.38,1,0,2,0,0,0
2.2,2,3.5,4,5,0,2505.5,1,0,2,0,0,0
2.2,2,3.5,4,5,1,2484.83,1,0,2,0,0,0
2.2,2,3.5,4,5,2,2462.67,1,0,2,0,0,0
2.2,2,3.5,4,5,3,2330.66,1,0,2,0,0,0
2.2,2,3.5,4,5,3,2491.37,1,0,2,0,0,0
2.2,2,3.5,4,5,4,2474.19,1,0,2,0,0,0
2.2,2,3.5,4,5,5,2474.51,1,0,2,0,0,0
2.2,2,3.5,4,5,6,2865.9,1,0,2,0,0,0
2.2,2,3.5,4,5,7,2508.6,1,0,2,0,0,0
2.2,2,3.5,4,5,8,2579.96,1,0,2,0,0,0
2.2,2,3.5,4,5,9,2645.53,1,0,2,0,0,0
2.2,2,3.5,4,5,10,2453.73,1,0,2,0,0,0
2.2,2,3.5,4,5,10,2646.34,1,0,2,0,0,0
2.2,2,3.5,4,5,11,2650.66,1,0,2,0,0,0
2.2,2,3.5,4,5,12,2640.3,1,0,2,0,0,0
2.2,2,3.5,4,5,13,2631.71,1,0,2,0,0,0
2.2,2,3.5,4,5,14,2642.07,1,0,2,0,0,0
2.2,2,3.5,4,5,15,2627.15,1,0,2,0,0,0
2.2,2,3.5,4,5,16,2646.77,1,0,2,0,0,0
2.2,2,3.5,4,5,17,2643.91,1,0,2,0,0,0
2.2,2,3.5,4,5,18,2646.37,1,0,2,0,0,0
2.2,2,3.5,4,5,19,2630.64,1,0,2,0,0,0
2.2,2,3.5,4,5,19,2465.17,1,0,2,0,0,0
2.2,2,3.5,4,5,20,2655.58,1,0,2,0,0,0
2.2,2,3.5,4,5,21,2636.66,1,0,2,0,0,0
2.2,2,3.5,4,5,22,2607.6,1,0,2,0,0,0
2.2,2,3.5,4,5,23,2593.1,1,0,2,0,0,0
2.2,2,3.5,4,6,0,2608.91,1,0,2,0,0,0
2.2,2,3.5,4,6,1,2604.99,1,0,2,0,0,0
2.2,2,3.5,4,6,2,2592.33,1,0,2,0,0,0
2.2,2,3.5,4,6,3,2588.75,1,0,2,0,0,0
2.2,2,3.5,4,6,3,2590.06,1,0,2,0,0,0
2.2,2,3.5,4,6,4,2608.83,1,0,2,0,0,0
2.2,2,3.5,4,6,5,2637.11,1,0,2,0,0,0
2.2,2,3.5,4,6,6,2669.05,1,0,2,0,0,0
2.2,2,3.5,4,6,7,2637.51,1,0,2,0,0,0
2.2,2,3.5,4,6,8,2647.23,1,0,2,0,0,0
2.2,2,3.5,4,6,9,2647.38,1,0,2,0,0,0
2.2,2,3.5,4,6,10,2641.64,1,0,2,0,0,0
2.2,2,3.5,4,6,11,2653.86,1,0,2,0,0,0
2.2,2,3.5,4,6,12,2652.56,1,0,2,0,0,0
2.2,2,3.5,4,6,12,2653.07,1,0,2,0,0,0
2.2,2,3.5,4,6,13,2633.21,1,0,2,0,0,0
2.2,2,3.5,4,6,14,2644.5,1,0,2,0,0,0
2.2,2,3.5,4,6,15,2635.68,1,0,2,0,0,0
2.2,2,3.5,4,6,16,2627.04,1,0,2,0,0,0
2.2,2,3.5,4,6,17,2619.23,1,0,2,0,0,0
2.2,2,3.5,4,6,18,2631.37,1,0,2,0,0,0
2.2,2,3.5,4,6,19,2545.64,1,0,2,0,0,0
2.2,2,3.5,4,6,20,2858.41,1,0,2,0,0,0
2.2,2,3.5,4,6,21,2524.6,1,0,2,0,0,0
2.2,2,3.5,4,6,21,2537.13,1,0,2,0,0,0
2.2,2,3.5,4,6,22,2541.47,1,0,2,0,0,0
2.2,2,3.5,4,6,23,2526.79,1,0,2,0,0,0
2.2,2,3.5,4,7,0,2533.19,1,0,2,0,0,0
2.2,2,3.5,4,7,1,2552.91,1,0,2,0,0,0
2.2,2,3.5,4,7,2,2533.26,1,0,2,0,0,0
2.2,2,3.5,4,7,3,2577.67,1,0,2,0,0,0
2.2,2,3.5,4,7,4,2546.78,1,0,2,0,0,0
2.2,2,3.5,4,7,4,2374.58,1,0,2,0,0,0
2.2,2,3.5,4,7,5,2558.67,1,0,2,0,0,0
2.2,2,3.5,4,7,6,2555.77,1,0,2,0,0,0
2.2,2,3.5,4,7,7,2546.04,1,0,2,0,0,0
2.2,2,3.5,4,7,8,2547.77,1,0,2,0,0,0
2.2,2,3.5,4,7,9,2536.04,1,0,2,0,0,0
2.2,2,3.5,4,7,10,2529.08,1,0,2,0,0,0
2.2,2,3.5,4,7,10,2526.46,1,0,2,0,0,0
2.2,2,3.5,4,7,11,2528.29,1,0,2,0,0,0
2.2,2,3.5,4,7,12,2559.2,1,0,2,0,0,0
2.2,2,3.5,4,7,13,2544.78,1,0,2,0,0,0
2.2,2,3.5,4,7,14,2536.02,1,0,2,0,0,0
2.2,2,3.5,4,7,15,2555.18,1,0,2,0,0,0
2.2,2,3.5,4,7,16,2131.78,1,0,2,0,0,0
2.2,2,3.5,4,7,16,2530.65,1,0,2,0,0,0
2.2,2,3.5,4,7,17,2543.7,1,0,2,0,0,0
2.2,2,3.5,4,7,18,2539.03,1,0,2,0,0,0
2.2,2,3.5,4,7,19,2398.55,1,0,2,0,0,0
2.2,2,3.5,4,7,20,2548.55,1,0,2,0,0,0
2.2,2,3.5,4,7,21,2535.49,1,0,2,0,0,0
2.2,2,3.5,4,7,22,2402.49,1,0,2,0,0,0
2.2,2,3.5,4,7,22,2403.96,1,0,2,0,0,0
2.2,2,3.5,4,7,23,2542.33,1,0,2,0,0,0
2.2,2,3.5,4,1,0,2546.86,1,0,2,0,0,0
2.2,2,3.5,4,1,1,2563.48,1,0,2,0,0,0
2.2,2,3.5,4,1,2,2537.16,1,0,2,0,0,0
2.2,2,3.5,4,1,3,2558.27,1,0,2,0,0,0
2.2,2,3.5,4,1,4,2560.46,1,0,2,0,0,0
2.2,2,3.5,4,1,5,2547.42,1,0,2,0,0,0
2.2,2,3.5,4,1,5,2556.18,1,0,2,0,0,0
2.2,2,3.5,4,1,6,2558.08,1,0,2,0,0,0
2.2,2,3.5,4,1,7,2560.64,1,0,2,0,0,0
2.2,2,3.5,4,1,8,2547.27,1,0,2,0,0,0
2.2,2,3.5,4,1,9,2548.25,1,0,2,0,0,0
2.2,2,3.5,4,1,10,2542.1,1,0,2,0,0,0
2.2,2,3.5,4,1,11,2559.64,1,0,2,0,0,0
2.2,2,3.5,4,1,12,2522.91,1,0,2,0,0,0
2.2,2,3.5,4,1,12,2568.83,1,0,2,0,0,0
2.2,2,3.5,4,1,13,2536.53,1,0,2,0,0,0
2.2,2,3.5,4,1,14,2554.57,1,0,2,0,0,0
2.2,2,3.5,4,1,15,2573.35,1,0,2,0,0,0
2.2,2,3.5,4,1,16,2567.05,1,0,2,0,0,0
2.2,2,3.5,4,1,17,2560.59,1,0,2,0,0,0
2.2,2,3.5,4,1,18,2566.65,1,0,2,0,0,0
2.2,2,3.5,4,1,19,2563.3,1,0,2,0,0,0
2.2,2,3.5,4,1,19,2570.62,1,0,2,0,0,0
2.2,2,3.5,4,1,20,2575.44,1,0,2,0,0,0
2.2,2,3.5,4,1,21,2550.66,1,0,2,0,0,0
2.2,2,3.5,4,1,22,2552.1,1,0,2,0,0,0
2.2,2,3.5,4,1,23,2566.59,1,0,2,0,0,0
2.2,2,3.5,4,2,0,2540.99,1,0,2,0,0,0
2.2,2,3.5,4,2,1,2415.66,1,0,2,0,0,0
2.2,2,3.5,4,2,2,2571.86,1,0,2,0,0,0
2.2,2,3.5,4,2,2,2566.93,1,0,2,0,0,0
2.2,2,3.5,4,2,3,2567.4,1,0,2,0,0,0
2.2,2,3.5,4,2,4,2542.31,1,0,2,0,0,0
2.2,2,3.5,4,2,5,2568.58,1,0,2,0,0,0
2.2,2,3.5,4,2,6,2600.37,1,0,2,0,0,0
2.2,2,3.5,4,2,7,2638.34,1,0,2,0,0,0
2.2,2,3.5,4,2,8,2594.95,1,0,2,0,0,0
2.2,2,3.5,4,2,9,2670.9,1,0,2,0,0,0
2.2,2,3.5,4,2,10,2654.88,1,0,2,0,0,0
2.2,2,3.5,4,2,10,2649.61,1,0,2,0,0,0
2.2,2,3.5,4,2,11,2478.52,1,0,2,0,0,0
2.2,2,3.5,4,2,12,2666.78,1,0,2,0,0,0
2.2,2,3.5,4,2,13,2667.89,1,0,2,0,0,0
2.2,2,3.5,4,2,14,2502.68,1,0,2,0,0,0
2.2,2,3.5,4,2,15,2687.48,1,0,2,0,0,0
2.2,2,3.5,4,2,16,2657.54,1,0,2,0,0,0
2.2,2,3.5,4,2,17,2638.79,1,0,2,0,0,0
2.2,2,3.5,4,2,18,2484.71,1,0,2,0,0,0
2.2,2,3.5,4,2,18,2619.42,1,0,2,0,0,0
2.2,2,3.5,4,2,19,2569.53,1,0,2,0,0,0
2.2,2,3.5,4,2,20,2571.62,1,0,2,0,0,0
2.2,2,3.5,4,2,21,2560.64,1,0,2,0,0,0
2.2,2,3.5,4,2,22,2555.16,1,0,2,0,0,0
2.2,2,3.5,4,2,23,2562.99,1,0,2,0,0,0
2.2,2,3.5,4,3,0,2583.94,1,0,2,0,0,0
2.2,2,3.5,4,3,1,2580.8,1,0,2,0,0,0
2.2,2,3.5,4,3,2,2577.18,1,0,2,0,0,0
2.2,2,3.5,4,3,2,2545.77,1,0,2,0,0,0
2.2,2,3.5,4,3,3,2577.48,1,0,2,0,0,0
2.2,2,3.5,4,3,4,2565.65,1,0,2,0,0,0
2.2,2,3.5,4,3,5,2591.17,1,0,2,0,0,0
2.2,2,3.5,4,3,6,2650.31,1,0,2,0,0,0
2.2,2,3.5,4,3,7,2615.35,1,0,2,0,0,0
2.2,2,3.5,4,3,8,2487.26,1,0,2,0,0,0
2.2,2,3.5,4,3,9,2676.92,1,0,2,0,0,0
2.2,2,3.5,4,3,10,2657.03,1,0,2,0,0,0
2.2,2,3.5,4,3,10,2664.04,1,0,2,0,0,0
2.2,2,3.5,4,3,11,2661.94,1,0,2,0,0,0
2.2,2,3.5,4,3,12,2495.58,1,0,2,0,0,0
2.2,2,3.5,4,3,13,2659.57,1,0,2,0,0,0
2.2,2,3.5,4,3,14,2482.34,1,0,2,0,0,0
2.2,2,3.5,4,3,15,2663.01,1,0,2,0,0,0
2.2,2,3.5,4,3,16,2670.06,1,0,2,0,0,0
2.2,2,3.5,4,3,17,2669.89,1,0,2,0,0,0
2.2,2,3.5,4,3,18,2663.86,1,0,2,0,0,0
2.2,2,3.5,4,3,18,2642.15,1,0,2,0,0,0
2.2,2,3.5,4,3,19,2638.92,1,0,2,0,0,0
2.2,2,3.5,4,3,20,2651.34,1,0,2,0,0,0
2.2,2,3.5,4,3,21,2648.55,1,0,2,0,0,0
2.2,2,3.5,4,3,22,2646.87,1,0,2,0,0,0
2.2,2,3.5,4,3,23,2646.67,1,0,2,0,0,0
2.2,2,3.5,4,4,0,2672.52,1,0,2,0,0,0
2.2,2,3.5,4,4,1,2652.81,1,0,2,0,0,0
2.2,2,3.5,4,4,2,2652.5,1,0,2,0,0,0
2.2,2,3.5,4,4,3,2647.56,1,0,2,0,0,0
2.2,2,3.5,4,4,3,2493.14,1,0,2,0,0,0
2.2,2,3.5,4,4,4,2663.39,1,0,2,0,0,0
2.2,2,3.5,4,4,5,2663.16,1,0,2,0,0,0
2.2,2,3.5,4,4,6,2673.07,1,0,2,0,0,0
2.2,2,3.5,4,4,7,2660.85,1,0,2,0,0,0
2.2,2,3.5,4,4,8,2665.66,1,0,2,0,0,0
2.2,2,3.5,4,4,9,2694.62,1,0,2,0,0,0
2.2,2,3.5,4,4,10,2686.1,1,0,2,0,0,0
2.2,2,3.5,4,4,11,2677.53,1,0,2,0,0,0
2.2,2,3.5,4,4,12,2672.19,1,0,2,0,0,0
2.2,2,3.5,4,4,13,2703.1,1,0,2,0,0,0
2.2,2,3.5,4,4,13,2701.58,1,0,2,0,0,0
2.2,2,3.5,4,4,14,2520.53,1,0,2,0,0,0
2.2,2,3.5,4,4,15,2719.23,1,0,2,0,0,0
2.2,2,3.5,4,4,16,2693.87,1,0,2,0,0,0
2.2,2,3.5,4,4,17,2691.7,1,0,2,0,0,0
2.2,2,3.5,4,4,18,2661.99,1,0,2,0,0,0
2.2,2,3.5,4,4,19,2671.13,1,0,2,0,0,0
2.2,2,3.5,4,4,20,2661.32,1,0,2,0,0,0
2.2,2,3.5,4,4,21,2665.3,1,0,2,0,0,0
2.2,2,3.5,4,4,22,2665.39,1,0,2,0,0,0
2.2,2,3.5,4,4,23,2623.4,1,0,2,0,0,0
2.2,2,3.5,4,4,23,2634.9,1,0,2,0,0,0
2.2,2,3.5,4,5,0,2655.41,1,0,2,0,0,0
2.2,2,3.5,4,5,1,2662.44,1,0,2,0,0,0
2.2,2,3.5,4,5,2,2490.76,1,0,2,0,0,0
2.2,2,3.5,4,5,3,2674.06,1,0,2,0,0,0
2.2,2,3.5,4,5,4,2682.14,1,0,2,0,0,0
2.2,2,3.5,4,5,5,2646.95,1,0,2,0,0,0
2.2,2,3.5,4,5,6,2694.98,1,0,2,0,0,0
2.2,2,3.5,4,5,7,2643.33,1,0,2,0,0,0
2.2,2,3.5,4,5,8,2655.49,1,0,2,0,0,0
2.2,2,3.5,4,5,8,2629.6,1,0,2,0,0,0
2.2,2,3.5,4,5,9,2616.3,1,0,2,0,0,0
2.2,2,3.5,4,5,10,2665.38,1,0,2,0,0,0
2.2,2,3.5,4,5,11,2644.95,1,0,2,0,0,0
2.2,2,3.5,4,5,12,2636.38,1,0,2,0,0,0
2.2,2,3.5,4,5,13,2656.98,1,0,2,0,0,0
2.2,2,3.5,4,5,14,2658.13,1,0,2,0,0,0
2.2,2,3.5,4,5,15,2657.32,1,0,2,0,0,0
2.2,2,3.5,4,5,16,2648.57,1,0,2,0,0,0
2.2,2,3.5,4,5,17,2481.01,1,0,2,0,0,0
2.2,2,3.5,4,5,17,2698.89,1,0,2,0,0,0
2.2,2,3.5,4,5,18,2645.36,1,0,2,0,0,0
2.2,2,3.5,4,5,19,2647.49,1,0,2,0,0,0
2.2,2,3.5,4,5,20,2666.77,1,0,2,0,0,0
2.2,2,3.5,4,5,21,2499.09,1,0,2,0,0,0
2.2,2,3.5,4,5,22,2670.29,1,0,2,0,0,0
2.2,2,3.5,4,5,23,2671.1,1,0,2,0,0,0
2.2,2,3.5,4,6,0,2640.67,1,0,2,0,0,0
2.2,2,3.5,4,6,1,2651.6,1,0,2,0,0,0
2.2,2,3.5,4,6,2,2655.94,1,0,2,0,0,0
2.2,2,3.5,4,6,2,2646.48,1,0,2,0,0,0
2.2,2,3.5,4,6,3,2856.72,1,0,2,0,0,0
2.2,2,3.5,4,6,4,2662.81,1,0,2,0,0,0
2.2,2,3.5,4,6,5,2654.33,1,0,2,0,0,0
2.2,2,3.5,4,6,6,2677.79,1,0,2,0,0,0
2.2,2,3.5,4,6,7,2651.81,1,0,2,0,0,0
2.2,2,3.5,4,6,8,2657.55,1,0,2,0,0,0
2.2,2,3.5,4,6,9,2661.74,1,0,2,0,0,0
2.2,2,3.5,4,6,10,2674.55,1,0,2,0,0,0
2.2,2,3.5,4,6,11,2667.47,1,0,2,0,0,0
2.2,2,3.5,4,6,12,2675.6,1,0,2,0,0,0
2.2,2,3.5,4,6,12,2646.17,1,0,2,0,0,0
2.2,2,3.5,4,6,13,2662.06,1,0,2,0,0,0
2.2,2,3.5,4,6,14,2669.43,1,0,2,0,0,0
2.2,2,3.5,4,6,15,2669.17,1,0,2,0,0,0
2.2,2,3.5,4,6,16,2656.25,1,0,2,0,0,0
2.2,2,3.5,4,6,17,2667.78,1,0,2,0,0,0
2.2,2,3.5,4,6,18,2632.22,1,0,2,0,0,0
